filename,label,title,creator,license,license_url,source_url,original_url,original_width,original_height,output_width,output_height,sha256
marmot/marmot_011.jpg,marmot,File:Hoary marmot - 29623875908.jpg,Mount Rainier NPS,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hoary_marmot_-_29623875908.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/Hoary_marmot_-_29623875908.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3071,4424,224,224,7addba04ea588aab3bd88e38d2e0e0c5758ac891e3fc00ffb540ac3e6bb6fcf1
marmot/marmot_012.jpg,marmot,File:Hoary Marmot Juveline (2) - Marmota caligata (21459314056).jpg,"National Park Service, Alaska Region",Public domain,,https://commons.wikimedia.org/wiki/File:Hoary_Marmot_Juveline_(2)_-_Marmota_caligata_(21459314056).jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/Hoary_Marmot_Juveline_%282%29_-_Marmota_caligata_%2821459314056%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4805,3203,224,224,a47ab5db832075150c6be7fd48766c3a6b734cef2df02967956333319d2244e7
marmot/marmot_013.jpg,marmot,"File:Unidentified Marmota, Kazakhstan (8602705895).jpg","Ron Knight from Seaford, East Sussex, United Kingdom",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,"https://commons.wikimedia.org/wiki/File:Unidentified_Marmota,_Kazakhstan_(8602705895).jpg",https://upload.wikimedia.org/wikipedia/commons/2/25/Unidentified_Marmota%2C_Kazakhstan_%288602705895%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5184,3456,224,224,66cb8d89a1551c4272315ee0447e781d0f47ed6b4fc2b25ca364870bb86ce9c6
marmot/marmot_014.jpg,marmot,File:Hoary marmot on Whistler Mountain (29684108315).jpg,"Ruth Hartnup from Vancouver, Canada",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hoary_marmot_on_Whistler_Mountain_(29684108315).jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Hoary_marmot_on_Whistler_Mountain_%2829684108315%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1435,1025,224,224,772fbaceec01c40d751d98abcd1818c963e6de230b238f08c439adbf311b420c
marmot/marmot_015.jpg,marmot,File:Contemplating hoary marmot.jpg,Sovernigo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Contemplating_hoary_marmot.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c9/Contemplating_hoary_marmot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5363,3572,224,224,52eee2ec2066ce99771ce821fcfb194ccf05c218ca0c8d5b4fd4f4bd921597a3
marmot/marmot_016.jpg,marmot,File:Hoarymarmot tight.jpg,The original uploader was Circeus at English Wikipedia .,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Hoarymarmot_tight.jpg,https://upload.wikimedia.org/wikipedia/commons/2/25/Hoarymarmot_tight.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,861,772,224,224,a226826ba90ffc7718882d68079b88068a09fedfc322795df1e7579f97e1d648
marmot/marmot_017.jpg,marmot,File:Photo Marmot 1949 - Touring Club Italiano 2 5042.jpg,Unknown author Unknown author,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Photo_Marmot_1949_-_Touring_Club_Italiano_2_5042.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Photo_Marmot_1949_-_Touring_Club_Italiano_2_5042.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2012,1449,224,224,20cfe20e7fdb07c6125c198235fe3952f3564ea550ce1eaeff409c72991e5f5b
marmot/marmot_018.jpg,marmot,File:Hoary Marmot.jpeg,User:BlindGoofy,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Hoary_Marmot.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/ae/Hoary_Marmot.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3011,2258,224,224,66dfb6dfde0256e6db77da72fb4fc9a163d1c3f49cdb087068b679b3c6cf5ca9
marmot/marmot_019.jpg,marmot,File:Hoarymarmot.JPG,Yalbik at English Wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Hoarymarmot.JPG,https://upload.wikimedia.org/wikipedia/commons/f/ff/Hoarymarmot.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2064,1568,224,224,958285b091adc8e5d8c8d09b011ce32742792759df4093378084cc0f115dc945
marmot/marmot_020.jpg,marmot,File:Can you spot the Marmot - Flickr - brewbooks.jpg,"brewbooks from near Seattle, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Can_you_spot_the_Marmot_-_Flickr_-_brewbooks.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Can_you_spot_the_Marmot_-_Flickr_-_brewbooks.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3993,3149,224,224,e36e3458d0e876ff35e56141d37bc274e1b8ca3f0a04ccf6777a335de584a91f
marmot/marmot_021.jpg,marmot,File:Bobak marmot - panoramio.jpg,Лерыч,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Bobak_marmot_-_panoramio.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d3/Bobak_marmot_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1021,1418,224,224,45c83985ec106ecc0a931530cdd9ab0dfa993d42576c197aabd5f3f15a61cf34
marmot/marmot_022.jpg,marmot,File:Hoary marmot on a stone wall.jpg,Animalsniper420,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Hoary_marmot_on_a_stone_wall.jpg,https://upload.wikimedia.org/wikipedia/commons/9/93/Hoary_marmot_on_a_stone_wall.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4405,4446,224,224,ef59244855b656e367a731218d1dc5dc94d7c755f9c0cdc41613784f1f9286fa
marmot/marmot_023.jpg,marmot,File:Marmota caligata.jpg,Cecil Sanders,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Marmota_caligata.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/Marmota_caligata.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,640,494,224,224,ff3734fce0c5af152453122ee411e3d931ac3031b5a3aeb2b9c2eca653c25a66
marmot/marmot_024.jpg,marmot,File:Marmot day.jpg,Colin Canterbury/USFWS,Public domain,,https://commons.wikimedia.org/wiki/File:Marmot_day.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Marmot_day.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,816,604,224,224,086b9fa5d657227dafaad96d9bedd4521c4fdd28d9e6f94f870f4b600515640e
marmot/marmot_025.jpg,marmot,File:Marmota BirdPark.jpg,DILIN,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Marmota_BirdPark.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6a/Marmota_BirdPark.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3806,2537,224,224,ffac9c2aa6fe5bed9e55998665a581146784825894654a7f648f8a37a0886029
marmot/marmot_026.jpg,marmot,File:GNP - Marmot.jpg,Daryl Benson,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:GNP_-_Marmot.jpg,https://upload.wikimedia.org/wikipedia/commons/8/86/GNP_-_Marmot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1555,1037,224,224,20867b4749163d25b71691d36f38f9fe9647f82f9b7554b46e66df39a1c38bc5
marmot/marmot_027.jpg,marmot,File:Hoary marmot in Mount Robson Provincial Park.jpg,Florin Chelaru,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hoary_marmot_in_Mount_Robson_Provincial_Park.jpg,https://upload.wikimedia.org/wikipedia/commons/8/89/Hoary_marmot_in_Mount_Robson_Provincial_Park.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3888,2592,224,224,242e7cb2c3153b9d5ef2b27e351d1c4ba9b5e259d58b0041efb6812eeab6f4f0
marmot/marmot_028.jpg,marmot,File:Marmots in the Alps.jpg,FrogsLegs71,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Marmots_in_the_Alps.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c0/Marmots_in_the_Alps.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1600,1200,224,224,df51b81124504748b887a632e7647dbad8ccbcf6527d08f9c6e1868145310f2b
marmot/marmot_029.jpg,marmot,File:Marmotte @ Désert de Platé (51417589674).jpg,"Guilhem Vellut from Annecy, France",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Marmotte_@_D%C3%A9sert_de_Plat%C3%A9_(51417589674).jpg,https://upload.wikimedia.org/wikipedia/commons/8/80/Marmotte_%40_D%C3%A9sert_de_Plat%C3%A9_%2851417589674%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5472,3648,224,224,1f3937e8783f8f10917ccc16ec92d059fa7d8d6b7750c8282a71d3e71f35897b
marmot/marmot_030.jpg,marmot,File:Marmotte La Salette.jpg,Hubert Beb,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Marmotte_La_Salette.jpg,https://upload.wikimedia.org/wikipedia/commons/8/87/Marmotte_La_Salette.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4608,3456,224,224,1a62cadd8a874bf25135edd9ad58afaed5583d21db9e398944778890b6e7ec9f
marmot/marmot_031.jpg,marmot,File:Marmot peeking out of the grass in the french Alps.jpg,Johannes Werner,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Marmot_peeking_out_of_the_grass_in_the_french_Alps.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Marmot_peeking_out_of_the_grass_in_the_french_Alps.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5472,3648,224,224,3ea7855f864c91338fadedd8f6c444b981c02f7c965ad188d3e604858b9a66c4
marmot/marmot_032.jpg,marmot,File:Hoary Marmot (7174688527).jpg,Kevin Wood,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Hoary_Marmot_(7174688527).jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Hoary_Marmot_%287174688527%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2811,2155,224,224,5439ced6658cce562e9d1a9569d253a08bfdfbbddac7f0866a12cd7ba430b1c2
marmot/marmot_033.jpg,marmot,"File:Hoary marmot along Crater Lake Trail, Hudson Bay Mountain.jpg",Murray Foubister,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,"https://commons.wikimedia.org/wiki/File:Hoary_marmot_along_Crater_Lake_Trail,_Hudson_Bay_Mountain.jpg",https://upload.wikimedia.org/wikipedia/commons/f/f7/Hoary_marmot_along_Crater_Lake_Trail%2C_Hudson_Bay_Mountain.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,5253,3502,224,224,7494cd586df6e2db5e94f1588027a80b2987b22bd2a32d9edf7d2b8652b43a3c
marmot/marmot_034.jpg,marmot,File:Marmot (48496997162).jpg,NPS Natural Resources,Public domain,,https://commons.wikimedia.org/wiki/File:Marmot_(48496997162).jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Marmot_%2848496997162%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4458,2257,224,224,2e8d8e4bda300e33a6fccd9624548f39af315c20f9eddf564f585b8b4bc56fe7
marmot/marmot_035.jpg,marmot,File:Hoary marmot Mount Adams (Washington).JPG,Ned Putnam,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Hoary_marmot_Mount_Adams_(Washington).JPG,https://upload.wikimedia.org/wikipedia/commons/a/a9/Hoary_marmot_Mount_Adams_%28Washington%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2592,1944,224,224,acb6733e403e90cb7e5cf333e0dcccbec7458e76d94199c152abf1b47dd7de0c
marmot/marmot_036.jpg,marmot,File:Marmotte Marmota aDSC 3965 (52168277041).jpg,Pierre-Marie Epiney,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Marmotte_Marmota_aDSC_3965_(52168277041).jpg,https://upload.wikimedia.org/wikipedia/commons/7/71/Marmotte_Marmota_aDSC_3965_%2852168277041%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3000,2000,224,224,4936ce88142953a845264ff676891a881a21c1083474848acf30db3cf057facf
marmot/marmot_037.jpg,marmot,File:Marmot Lake Louise.jpg,QuinnHK ( talk · contribs ),CC BY 2.5,https://creativecommons.org/licenses/by/2.5,https://commons.wikimedia.org/wiki/File:Marmot_Lake_Louise.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Marmot_Lake_Louise.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,800,600,224,224,4a98e2721cedab977fea57a730706bae449ddfe5d5b59a12645131dbf755ae14
marmot/marmot_038.jpg,marmot,File:Marmota bobak among the Don steppe.png,Riwnodennyk,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Marmota_bobak_among_the_Don_steppe.png,https://upload.wikimedia.org/wikipedia/commons/c/c7/Marmota_bobak_among_the_Don_steppe.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,639,462,224,224,48969225c74f9084849123b2cddc42a6f0f3d2a414fc1c5f863f7d6370921e02
marmot/marmot_039.jpg,marmot,File:Hoary marmot2.jpg,Ryan Moulton ( talk · contribs ),CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Hoary_marmot2.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8b/Hoary_marmot2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1489,1389,224,224,9123efad652d373dd18d061290f674fd6c8ee3a94c515ea645c55ec76e071d42
marmot/marmot_040.jpg,marmot,"File:Marmota bobak - (Kazakhstan, Ukraine, Russia) - Rochers-de-Naye, Switzerland, 2009.jpg",Stéphane Magnenat,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,"https://commons.wikimedia.org/wiki/File:Marmota_bobak_-_(Kazakhstan,_Ukraine,_Russia)_-_Rochers-de-Naye,_Switzerland,_2009.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b7/Marmota_bobak_-_%28Kazakhstan%2C_Ukraine%2C_Russia%29_-_Rochers-de-Naye%2C_Switzerland%2C_2009.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4272,2848,224,224,ff0dfd7dd5df09c4f9f081be6f817b1b168a42599dc14b11594dbb3407386ee8
marmot/marmot_041.jpg,marmot,File:Cute Marmots.jpg,Sudeepsupasu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Cute_Marmots.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Cute_Marmots.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,6250,4167,224,224,8bae400c86b8f1a7c1e39bac29eb4f1042fc09b9847050b32e721f89877e16fb
marmot/marmot_042.jpg,marmot,File:Alaskan Marmot.jpg,Thomas Broxton Jr,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Alaskan_Marmot.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Alaskan_Marmot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,901,998,224,224,885680d118c1b1ad7c2931fbc3503387447854156a9770ec74a7585e5bb7c835
marmot/marmot_043.jpg,marmot,File:Marmot looking straight.jpg,besopha,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Marmot_looking_straight.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/Marmot_looking_straight.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,4000,2667,224,224,2096bed74fbc85659b830dbcb1fb08bd7e98cfdafe1af965026f4d489aeea30e
marmot/marmot_044.jpg,marmot,File:Hoary marmot.jpg,de:Benutzer:Hase,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Hoary_marmot.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d4/Hoary_marmot.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,1024,768,224,224,9fcb288076a22298bee1641c3e9eeec13b369a6e7e20d7a6e2abcf8bd94d6783
marmot/marmot_045.jpg,marmot,File:Marmota-Vascouverensis.jpg,https://www.mundoecologia.com.br/author/rafael/,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Marmota-Vascouverensis.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/Marmota-Vascouverensis.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,725,543,224,224,a4c7b935dfd520581209c028de25809e86fa464da4fb5dd0fb0cf674c56e167b
marmot/marmot_046.jpg,marmot,File:Сурок.jpg,Abakhanr,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:%D0%A1%D1%83%D1%80%D0%BE%D0%BA.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/%D0%A1%D1%83%D1%80%D0%BE%D0%BA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3888,2592,224,224,a0825917117eb978d38638fcc2f059233d9701216514c16c10042b0b1144fd96
marmot/marmot_047.jpg,marmot,File:Kirghizstan 15.jpg,Abujoy,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Kirghizstan_15.jpg,https://upload.wikimedia.org/wikipedia/commons/1/10/Kirghizstan_15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,2000,1330,224,224,43eafb9d85618c6d1e149e51ca4c6ece76cb14df29ccd4ef21033ab6d68dddf6
marmot/marmot_048.jpg,marmot,File:Бабак степовий 9.jpg,Annette velichko,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:%D0%91%D0%B0%D0%B1%D0%B0%D0%BA_%D1%81%D1%82%D0%B5%D0%BF%D0%BE%D0%B2%D0%B8%D0%B9_9.jpg,https://upload.wikimedia.org/wikipedia/commons/0/08/%D0%91%D0%B0%D0%B1%D0%B0%D0%BA_%D1%81%D1%82%D0%B5%D0%BF%D0%BE%D0%B2%D0%B8%D0%B9_9.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,3648,2736,224,224,12d03347acb039e294a577b166b1c242835c86dbaa5039dae84e3a45ec40029f
